-19.766853;-21.215044;997.041443;232.837387;215.524460;-441.377563;
-17.739483;-23.143684;977.317566;229.220901;207.703888;-441.266602;
-19.766853;-18.322083;1000.000000;231.061295;212.427765;-444.132385;
-15.712113;-18.322083;989.151855;240.675613;214.419327;-439.922302;
-16.725798;-21.215044;998.027649;226.064957;207.475311;-438.481293;
-14.698429;-26.036644;1000.986206;223.120834;212.054077;-448.360870;
-15.712113;-23.143684;996.055237;237.519653;214.190750;-437.136993;
-15.712113;-19.286404;988.165710;236.191437;218.735474;-440.015411;
-14.698429;-23.143684;999.013794;245.601364;217.769333;-441.351746;
-19.766853;-22.179363;993.096680;227.847351;210.547287;-434.327515;
-15.712113;-22.179363;1000.986206;234.057068;209.525620;-442.671356;
-13.684744;-21.215044;996.055237;231.528107;219.995041;-440.059082;
-13.684744;-19.286404;997.041443;228.032806;213.579147;-432.977966;
-17.739483;-19.286404;994.082825;228.167740;216.808762;-442.820221;
-17.739483;-20.250725;994.082825;233.967484;207.997330;-442.646637;
-17.739483;-22.179363;995.069031;231.317383;217.062057;-447.004486;
-17.739483;-27.000965;992.110474;227.892700;212.248627;-444.145020;
-12.671060;-23.143684;997.041443;236.191437;218.735474;-440.015411;
-16.725798;-15.429123;998.027649;230.747223;206.141556;-434.240723;
-13.684744;-22.179363;998.027649;233.928452;206.271271;-431.430145;
-14.698429;-20.250725;996.055237;229.406372;210.735748;-439.917084;
-17.739483;-19.286404;993.096680;226.385330;213.736786;-446.973999;
-17.739483;-21.215044;996.055237;230.085052;223.110382;-448.508636;
3.547897;-24.108006;987.179504;231.061295;212.427765;-444.132385;
-28.890015;-14.464803;1000.000000;229.387421;210.809906;-444.113983;
-26.862646;-10.607522;995.069031;231.054977;212.452484;-445.531372;
-20.780537;-9.643202;994.082825;230.594482;204.860489;-448.205688;
-9.630005;-24.108006;997.041443;225.060699;190.738281;-442.406281;
-30.917385;-6.750241;1001.972412;251.424789;183.214890;-449.145416;
-26.862646;-16.393444;999.013794;248.166626;181.507462;-449.133301;
-22.807907;-32.786888;999.013794;247.616547;172.387161;-451.782928;
-21.794222;-16.393444;1008.875732;253.243500;160.494431;-450.160919;
-27.876331;-29.893925;1009.861938;255.899918;151.404938;-444.404083;
-24.835276;-16.393444;996.055237;270.597412;132.358734;-439.822601;
-82.615311;-6.750241;986.193298;273.440460;128.175507;-452.326538;
-31.931070;-38.572807;990.138062;272.890381;119.055222;-454.976166;
-30.917385;-7.714561;995.069031;275.553131;109.941025;-447.820343;
-43.081600;4.821601;991.124268;277.788116;94.985611;-455.954346;
-15.712113;-9.643202;1002.958557;279.474609;96.554024;-453.174805;
-32.944756;-1.928640;997.041443;276.725861;76.596703;-452.859741;
-11.657374;2.892961;983.234741;279.421326;69.233284;-458.319397;
-21.794222;0.964320;998.027649;281.732117;53.981216;-449.665710;
-20.780537;-1.928640;991.124268;287.800598;49.754639;-449.566284;
-9.630005;-2.892961;990.138062;269.464935;33.535896;-452.186493;
-44.095287;4.821601;985.207092;284.949646;28.318462;-452.024445;
-19.766853;-21.215044;991.124268;281.529694;-2.163839;-461.329132;
-17.739483;8.678882;980.276123;280.793030;-16.190372;-445.717957;
-43.081600;-9.643202;1004.930969;276.869934;-28.447500;-453.926666;
-38.013180;-6.750241;1000.000000;274.952606;-34.749111;-448.238190;
-29.903700;-1.928640;993.096680;263.402039;-42.968124;-450.956757;
-36.999493;-11.571842;978.303772;265.835083;-54.941124;-454.943268;
-22.807907;33.751205;990.138062;259.081604;-63.064468;-447.850067;
-64.368980;30.858246;983.234741;256.301300;-82.898186;-454.529877;
-17.739483;-24.108006;978.303772;255.693253;-93.670372;-450.159912;
-22.807907;-19.286404;999.013794;246.569412;-113.837662;-458.263916;
-45.108971;2.892961;1003.944763;230.834930;-113.279266;-454.154907;
-41.054234;3.857281;1002.958557;224.130386;-147.244507;-449.433105;
-47.136341;13.500483;991.124268;211.603546;-144.780899;-456.527924;
-31.931070;-5.785921;993.096680;208.323669;-173.932678;-454.665588;
-43.081600;11.571842;990.138062;205.423798;-169.526947;-454.752380;
-42.067917;18.322083;990.138062;190.729858;-178.023987;-451.887695;
-51.191078;7.714561;995.069031;196.708771;-183.778854;-451.763550;
-38.013180;0.964320;992.110474;191.220337;-196.199722;-455.781616;
-12.671060;-33.751205;1004.930969;184.895767;-196.607452;-453.008942;
