-1.21896;1.13551;-42.6205;0.931566;-0.00630847;0.0130966;-0.363282;0;0;0;0;0;0;0;0;0
-1.35486;1.04477;-41.733;0.934347;-0.00779994;0.0127298;-0.356052;-0.0181431;-0.0236703;0.999555;-0.665525;0.746155;0.000459348;-0.00079055;-0.218182;1
-1.05571;1.13017;-42.5837;0.931691;-0.00500234;0.012534;-0.363001;-0.0197597;-0.0183154;0.999637;-0.676681;0.736011;0.000442588;0.000999957;0.0035627;0
-1.0596;0.916257;-41.468;0.93519;-0.00581683;0.0107511;-0.353935;-0.0158797;-0.0185175;0.999702;-0.661754;0.749553;0.000633027;-0.000915032;-0.103501;0
-1.21941;0.955145;-42.1743;0.932981;-0.00692952;0.0116049;-0.359672;-0.0167527;-0.0212492;0.999634;-0.671406;0.7409;-0.000412566;0.000756122;-0.0157568;0
-1.4887;0.838613;-42.7821;0.931044;-0.0094268;0.0115516;-0.364603;-0.0146774;-0.0259994;0.999554;-0.679187;0.733818;-0.000447713;0.000114496;0.0140509;0
-1.32847;0.904904;-41.5301;0.934982;-0.00803999;0.0114932;-0.354416;-0.0157681;-0.0232262;0.999606;-0.662595;0.748812;-0.000109819;-0.000489159;-0.0348345;0
-1.12379;0.907816;-42.5145;0.931916;-0.00626715;0.0109381;-0.362455;-0.0158952;-0.0195112;0.999683;-0.675811;0.736903;0.000279514;0.00104423;-0.112989;0
-1.32046;0.852311;-41.0063;0.936595;-0.00818771;0.011002;-0.350145;-0.0147074;-0.0231578;0.999624;-0.655484;0.755066;0.000494009;-0.00193675;-0.00598272;0
-1.28975;1.12973;-42.4949;0.93196;-0.0069169;0.0132664;-0.362253;-0.0198954;-0.0223236;0.999553;-0.67556;0.737037;-9.90075e-05;0.00247661;-0.0633451;0
-1.26795;0.905486;-41.3644;0.935498;-0.0075607;0.0112998;-0.35307;-0.0156909;-0.0221493;0.999632;-0.660357;0.750788;0.000671261;-0.000905185;0.0132895;0
-1.22427;0.781898;-43.0543;0.930196;-0.00743449;0.0102671;-0.366844;-0.0137345;-0.0212922;0.999679;-0.682603;0.73066;-0.000151925;0.00110084;-0.0355498;0
-1.10817;0.787073;-42.7453;0.931189;-0.00650224;0.00991996;-0.364345;-0.0137215;-0.0193382;0.999719;-0.678625;0.734357;0.00010851;-0.00010012;-0.0262647;0
-1.11522;1.01666;-43.3879;0.929123;-0.005763;0.0118404;-0.369537;-0.0178389;-0.0193945;0.999653;-0.686952;0.726484;-0.000239447;0.00110581;-0.054643;0
-1.15958;1.03063;-41.4274;0.935306;-0.00628367;0.011991;-0.353581;-0.0178385;-0.0203638;0.999633;-0.660699;0.75044;0.000247472;-0.00190777;-0.0544557;0
-1.28044;1.01376;-42.8416;0.930865;-0.00717078;0.0123157;-0.365086;-0.0178201;-0.0222802;0.999593;-0.679923;0.733068;-0.00049891;0.00129326;-0.0443841;0
-1.55463;1.02737;-42.3229;0.932487;-0.00941479;0.0132572;-0.360836;-0.0178711;-0.0272013;0.99947;-0.673029;0.739401;-7.09121e-05;-0.000929919;-0.0722159;0
-1.33158;0.731232;-42.1278;0.933125;-0.00855002;0.0101306;-0.359308;-0.0127042;-0.0232042;0.99965;-0.670683;0.741635;0.000631512;-0.000145378;-0.0255913;0
-0.887796;0.957565;-41.7513;0.934318;-0.00426101;0.0105681;-0.356257;-0.0167545;-0.0154556;0.99974;-0.665833;0.745913;-7.28574e-05;0.000545086;-0.0167995;0
-1.26746;0.794284;-40.8109;0.937196;-0.00794961;0.0103523;-0.34856;-0.0137071;-0.0222156;0.999659;-0.65315;0.757105;0.000523096;-0.0017212;-0.0160058;0
-1.17101;0.839985;-42.1489;0.933067;-0.00689944;0.0105139;-0.359482;-0.014752;-0.0203245;0.999685;-0.6711;0.74122;5.4152e-05;0.00139975;-0.0356042;0
-1.11818;1.01749;-43.1929;0.92975;-0.00580448;0.0118468;-0.367954;-0.0178566;-0.0194137;0.999652;-0.684482;0.728811;-5.11592e-05;0.0013556;-0.0643094;0
-1.22129;1.01687;-43.881;0.927519;-0.00656985;0.0122126;-0.37352;-0.0178029;-0.0212909;0.999615;-0.69311;0.720612;-0.000261408;0.000518618;-0.0349219;0
-1.42884;-0.183581;-40.9371;0.936783;-0.0122416;0.0028594;-0.349684;0.00359288;-0.0244137;0.999695;-0.654687;0.755892;0.00615435;0.0013492;-0.122784;1
-0.881236;1.63597;-43.3336;0.929265;-0.0018754;0.016106;-0.369058;-0.0288749;-0.0144573;0.999478;-0.686345;0.726703;0.00384422;0.00873375;0.0051142;0
-0.613646;1.54674;-43.492;0.928764;2.71142e-05;0.0145205;-0.370386;-0.0269844;-0.0106556;0.999579;-0.688059;0.725153;0.000395431;0.000303691;-0.0442482;0
-0.555487;1.20566;-42.2369;0.932793;-0.000730979;0.0115609;-0.360226;-0.0208987;-0.00969803;0.999735;-0.671554;0.740661;0.000995294;-0.000972356;-0.0554409;0
