6.170000;1.219000;1.015000;131271.000000;
0.144433;0.056424;9.811760;29.874849;11.283273;96.281876;0.000491;-0.003472;-0.000422;1678794313.954599;
-42949676.730000;1.855000;-1.518000;133632.000000;
0.127582;0.080434;9.845076;28.084969;13.050936;95.859455;0.001024;0.003456;-0.003353;1678794314.087933;
0.091474;0.058825;9.828418;27.596820;11.577883;97.267524;-0.000308;-0.000541;0.000378;1678794314.129844;
0.077031;0.073231;9.828418;27.108670;10.988662;96.704296;0.004222;0.004788;0.002243;1678794314.171077;
6.490000;1.131000;-0.644000;133795.000000;
0.199799;0.051622;9.807000;27.922252;11.283273;96.704296;0.003422;0.001591;-0.000422;1678794314.236328;
0.129989;0.090039;9.818899;28.247685;11.283273;95.718648;-0.000574;-0.001607;-0.000422;1678794314.278115;
0.103510;0.058825;9.826038;27.596820;11.577883;95.155420;0.003422;0.001058;0.003042;1678794314.319530;
6.616000;1.408000;-1.111000;133958.000000;
0.139618;0.015607;9.799861;29.874849;11.725189;96.000262;-0.001640;0.001324;0.003309;1678794314.385018;
0.142026;0.027612;9.845076;28.084969;12.314410;95.859455;0.000758;0.003989;-0.002554;1678794314.426521;
0.091474;0.063627;9.818899;27.108670;11.283273;97.408331;0.004755;-0.001873;0.003042;1678794314.468212;
6.356000;1.542000;3.076000;134120.000000;
0.129989;0.061226;9.807000;27.434103;12.019799;97.408331;-0.001107;0.002390;-0.000155;1678794314.532934;
0.158876;0.090039;9.840317;28.247685;10.546747;97.408331;0.001557;-0.000807;-0.000688;1678794314.573852;
0.120361;0.104445;9.785582;27.271387;11.135968;95.437034;0.001291;-0.000008;-0.000155;1678794314.616495;
6.265000;1.016000;2.744000;134283.000000;
0.146840;0.073231;9.845076;27.922252;9.810220;97.408331;0.004222;-0.001074;0.000111;1678794314.680384;
0.149247;0.039617;9.878393;27.922252;11.725189;95.296227;0.000491;-0.002406;0.003042;1678794314.721883;
0.197392;0.049221;9.864115;28.084969;12.609020;95.437034;0.002090;0.000259;-0.000688;1678794314.762712;
0.129989;0.092440;9.811760;29.386700;11.725189;96.281876;0.001557;-0.003738;-0.003886;1678794314.805364;
7.598000;-0.525000;8.766000;134446.000000;
0.154062;0.049221;9.785582;28.898551;10.694052;96.845103;0.005021;0.000791;0.000378;1678794314.870818;
0.139618;0.044419;9.797481;30.525715;11.577883;95.859455;0.002090;0.002923;-0.000155;1678794314.913023;
0.139618;0.073231;9.840317;28.084969;12.314410;96.845103;-0.004039;-0.001873;0.000910;1678794314.956125;
0.132397;0.097242;9.837937;27.108670;10.252136;96.704296;-0.001640;0.002657;0.004907;1678794314.997898;
6.345000;1.489000;-0.474000;134690.000000;
0.120361;0.070830;9.880773;27.922252;12.019799;96.704296;0.000758;0.000259;0.001177;1678794315.066678;
0.115546;0.044419;9.859355;29.386700;11.725189;96.985910;0.002090;0.002657;-0.000422;1678794315.108784;
0.139618;0.085237;9.856975;26.620521;12.461715;95.014613;0.001824;-0.003205;0.003309;1678794315.151808;
0.101103;0.066028;9.835557;28.410402;11.872494;94.169771;0.002090;0.001324;-0.000955;1678794315.194645;
6.614000;0.972000;5.450000;134853.000000;
0.132397;0.061226;9.826038;27.596820;10.399441;97.549138;0.004488;0.002124;0.003042;1678794315.262655;
0.125175;0.106846;9.821279;28.898551;11.577883;96.563489;-0.002973;0.001324;-0.000155;1678794315.304638;
0.110732;0.082836;9.840317;27.922252;12.019799;95.296227;-0.000042;-0.000807;0.002509;1678794315.347038;
6.575000;0.825000;5.176000;135016.000000;
0.144433;0.082836;9.826038;28.898551;10.694052;96.845103;-0.002440;-0.001607;-0.000688;1678794315.414184;
0.144433;0.058825;9.833178;28.084969;11.872494;96.141069;-0.000308;-0.001074;0.000111;1678794315.456809;
0.178134;0.058825;9.835557;27.271387;11.135968;96.845103;-0.000841;-0.001607;-0.002021;1678794315.500339;
6.058000;1.416000;4.601000;135179.000000;
0.103510;0.049221;9.823659;27.596820;11.577883;95.437034;0.003422;0.004522;0.003309;1678794315.568090;
0.146840;0.116450;9.821279;27.108670;10.252136;96.985910;-0.002173;0.002124;0.003309;1678794315.610160;
0.185355;0.070830;9.802241;28.898551;13.345546;95.437034;-0.001107;-0.000274;-0.003353;1678794315.653080;
6.672000;1.448000;0.457000;135342.000000;
0.139618;0.044419;9.876013;29.223984;12.314410;96.141069;0.001291;-0.000541;0.000644;1678794315.720219;
0.175727;0.085237;9.866494;26.783238;11.872494;95.155420;0.005021;-0.003472;-0.001488;1678794315.762805;
0.125175;0.099643;9.814139;26.783238;11.872494;95.859455;-0.002440;-0.000807;-0.000955;1678794315.804890;
6.380000;1.259000;0.112000;135505.000000;
0.161283;0.046820;9.842697;28.084969;12.314410;95.155420;-0.000841;-0.002406;-0.002554;1678794315.876104;
0.192577;0.087638;9.837937;29.223984;13.050936;94.451385;0.000491;-0.004271;-0.000155;1678794315.917874;
0.137211;0.054023;9.833178;28.084969;11.872494;96.845103;0.000758;0.003723;-0.002554;1678794315.961673;
6.555000;1.459000;4.162000;135667.000000;
0.142026;0.085237;9.830798;27.922252;11.283273;96.985910;0.000225;-0.000274;0.001177;1678794316.028905;
0.110732;0.073231;9.845076;27.271387;11.577883;96.141069;-0.000042;-0.000541;0.002509;1678794316.071836;
0.113139;0.034815;9.878393;27.922252;10.252136;97.689945;-0.000308;0.000259;0.001177;1678794316.114207;
6.869000;1.353000;-1.477000;135830.000000;
0.103510;0.121252;9.849836;27.922252;12.019799;97.408331;-0.002173;0.003190;-0.002820;1678794316.181964;
0.103510;0.058825;9.873634;28.410402;10.694052;96.563489;-0.005104;0.003190;0.001976;1678794316.224900;
0.120361;0.070830;9.871254;28.084969;10.399441;98.534787;-0.002973;-0.003472;-0.001488;1678794316.267844;
6.441000;1.765000;1.460000;135993.000000;
0.262386;0.229298;9.811760;27.596820;10.694052;96.845103;0.015946;0.001591;-0.007350;1678794316.334506;
